stop_id,stop_name,grupo_stop_id
B_0100Z120-CHOPIN,Chopin,523
B_0400L1-CHOPIN0,Chopin,523
B_01020B00-BEETHEJECEN,Beethoven - Eje Central,523
B_0100Z120-MASSENET,Massenet,524
B_0400L1-FELIPEVILLA1,Felipe Villanueva,524
B_0400L1-FELIPEVILLA0,Felipe Villanueva,524
B_0100Z120-CTOINTERIOR,Circuito Interior,525
B_0100Z120-JACLAVE,José A. Clave,526
B_01020C00-CETRAMRAZABAS,CETRAM La Raza BASE,526
B_0300L3-RAZA,La Raza,526
B_0200L3-LARAZA,La Raza,527
B_0300L1-LARAZA,La Raza,527
B_0100Z120-PARADERRAZA,Paradero La Raza,527
B_0501030-FMETRORAZA,Frente a Metro La Raza,527
B_0400L1-PTE106,Poniente 106,528
B_0100Z120-PTE106,Poniente 106,528
B_0400L1-PTE1120,Poniente 112,529
B_0100Z120-PTE1122,Poniente 112,529
B_010C1510-EJCTRLCARDEN,Eje Central Lázaro Cardenas Retorno,529
B_0100Z120-PTE1121,Poniente 112,529
B_0501030-PTE112,Poniente 112,529
B_0100Z120-PTE118,Poniente 118,530
B_0100Z120-LOPEZVELARD,López Velarde,530
B_0400L1-PTE118,Poniente 118,530
B_0501030-FTESORERIA,Frente a Tesorería,531
B_0100Z120-IMSS,IMSS,531
B_0400L1-TESORERIA,Tesorería,531
B_0100Z120-LATEJE4,Lat. Eje 4,532
B_0500231-EJLCPTEFORTU,Eje Central Lázaro Cardenas - Puente de Fortuna,532
B_010C1510-EJLCEJ4NFORT,Eje Central Lázaro Cardenas - Eje 4 Norte Av. Fortuna,532
B_0100Z120-PTE128,Poniente 128,533
B_0400L1-PTE128,Poniente 128,533
B_0100Z120-PAYSANDU,Paysandu,534
B_0400L1-INSTPETRO0,Instituto del Petróleo n,534
B_0400L1-UHLIND-VALLE,U. H. Lindavista-Vallejo,535
B_0400L1-MOTEVIDEO,Montevideo,535
B_0100Z120-ANDADTOR17A,Andador 17-A,535
B_0100Z120-EJ5NTE,Eje 5 Norte,536
B_05027A1-EJCLCAHUEHUE,Eje Central Lázaro Cardenas - Ahuehuetes,536
B_0300L6-INSTPETRO,Instituto del Petróleo,536
B_0400L8-MONTEVIDEO,Montevideo,536
B_0501031-GUANAJUATO,Guanajuato,536
B_0500231-EJLCMONTEVID,Eje Central Lázaro Cardenas - Montevideo,536
B_0400L8-OTAVALO,Otavalo,537
B_0100Z120-OTAVALO,Otavalo,537
B_0100Z120-MPOLITECNICO,Metro Politécnico,538
B_0501031-FMETROPOLI,Frente a Metro Politécnico,539
B_01ITEC10-MPOLI,Metro Politécnico ,539
B_0200L5-POLITECNICO,Politécnico,539
B_0501030-FMETROPOLI,Frente a Metro Politécnico,539
B_0100Z120-DIANA,Diana,539
B_0400L8-POLIOTE,Politécnico Oriente,539
B_0100Z120-AVEJECTRAL,Av. Eje Central,540
B_0501031-OTHONMENDI,Othon de Mendizabal,540
B_0400L8-JOTHONMENDI0,J. Othón de Mendizabal,540
B_0400L80JOTHONMENDI0,J. Othón de Medizabal,540
B_05107B0-OTHONSTANANT,Miguel Othon de Mendizabal - Santa Ana Norte,541
B_0100Z120-SANTANA,Santa Ana,541
B_0100Z120-MGLBERNARD,Miguel Bernard,542
B_05101A0-UHLASALLE,Frente a Unidad Habitacional La Salle,543
B_0100Z120-ESCTURISMO,Escuela de Turismo,543
B_05101A1-TALLESTRELLB,Frente a Talleres Estrella Blanca,544
B_05101A0-TEMPLODIANA,Templo de Diana,544
B_0100Z120-TEMPLODIANA1,Templo Diana ,544
B_0100Z120-TEMPLODIANA2,Templo Diana ,544
B_0100Z120-AVCIMA1,Av. Cima ,545
B_0501040-AVCIMA,Av. de la Cima,545
B_0100Z120-RIOSNJAVIER,Río San Javier,546
B_0501040-AND49TEMOLU,Andador 49 del Temoluco,546
B_0100C831-MTEBLNCALPES,Monte Blanco - De los Alpes,547
B_0100C811-PALMSGORDA,Paseo de las Palmas - Sierra Gorda,548
B_0100C831-CALIPSOPALMA,MontaNas Calizas - Paseo de las Palmas,548
B_0100C810-PALMSGORDA,Paseo de las Palmas - Sierra Gorda,548
B_0100C831-TECACALL19,Puente de Tecamachalco - Calle 19,549
B_0100C831-FTESANSULPIC,Av. de las Fuentes - Fuente de San Sulpicio,550
B_0100C831-FTEAGUILAS,Av. de las Fuentes - Fuente de las Aguilas,551
B_0100C831-FTEAPOLO,Av. de las Fuentes - Fuente de Apolo,552
B_0100C830-BSQSAPOLO,Av. de los Bosques  - Fuente Apolo,552
B_0100C831-BSQSBLVDLUZ,Av. de los Bosques - Blvd. Bosque de la Luz,553
B_0100C830-BSQSBLVDLUZ,Av. de los Bosques - Blvd. de la Luz,553
B_0100C831-BSQSFCASTRO,Av. de los Bosques - Fuente de Castro,554
B_0100C830-BSQSFCASTRO,Av. de los Bosques - Fuente de Castro,554
B_0100C831-BSQSLOURDES,Av. de los Bosques - Fuentes de Lourdes,555
B_0100C830-BSQSLOURDES,Av. de los Bosques - Fuente de Lourdes,555
B_0100C830-BSQSALEGRIA,Av. de los Bosques - Fuente de Alegría,556
B_0100C831-BSQSALEGRIA,Av. de los Bosques - Fuente de Alegría,556
B_0100C831-BSQSEMPERAD,Av. de los Bosques - Fuente del Emperador,557
B_0100C830-BSQSFTEMPER,Av. de los Bosques - Fuente del Emperador,557
B_0100C830-TECAMACHALC,Base Tecamachalco Fuente de Troya,558
B_0100C831-TECAMACHALC,Base Tecamachalco Superama Anáhuac,558
B_0100C830-FTESNPEDRO,Av. de las Fuentes - Fuente de San Pedro,559
B_0100C830-FTECONCORDI,Av. de las Fuentes - Fuente de Concordia,560
B_0100C80-REFDURAZNOS,Bosques de Reforma - Bosques de Duraznos,561
B_0100C821-PLZBOSQUES,Plaza Bosques,561
B_05113B0-BOSQSANDAL,Bosques de Sandalos,561
B_0100C821-VIRRETARAHUM,De Los Virreyes - Sierra Tarahumara,562
B_0100C821-VIRREHIMALAY,De Los Virreyes - Montes Himalaya,563
B_0100C811-URALESVOLCN,Montes Urales - Volcán,564
B_0500761-URALESVOLCAN,Montes Urales - Volcan,564
B_0100C811-URALANDES,Montes Urales - Coordillera de los Andes,565
B_0500761-URALESANDES,Montes Urales - Av. de los Andes,565
B_0100C811-ANDESMOJADA,Coordillera de los Andes - Sierra Mojada,566
B_0100C810-PALMOJADA,Paseo de las Palmas - Sierra Mojada,566
B_0100C810-MOJACANDES,Sierra Mojada - Coordillera de los Andes,566
B_0500761-ANDESMOJADA,Av. de los Andes - Sierra Mojada,566
B_0100C811-GAMONPALM,Sierra Gamón - Paseo de las Palmas,567
B_0100C810-PALMGAMON,Paseo de las Palmas - Sierra Gamón,567
B_0500760-PALMSIERRAMO,Paseo de las Palmas - Sierra Mojada,567
B_0500761-SGAMONPALM,Sierra Gamon - Paseo de las Palmas,567
B_0500760-PALMSGAMON,Paseo de las Palmas - Sierra Gamon,567
B_0100C810-PALMSTANOVOI,Paseo de las Palmas - Monte Stanovoi,568
B_0500761-PALMSTANOVOI,Paseo de las Palmas - Stanovoi,568
B_0100C811-PALMSTANOVOI,Paseo de las Palmas - Monte Stanovoi,568
B_0100C811-PALMTORRESP,Paseo de las Palmas - Torres Palmas,569
B_0100C811-PALMTETABOR,Paseo de las Palmas - Monte Tabor,570
B_0500760-PALMTABOR,Paseo de las Palmas - Monte Tabor,570
B_0500761-PALMTABOR,Paseo de las Palmas - Monte Tabor,570
B_0100C810-PALMTETABOR,Paseo de las Palmas - Monte Tabor,570
B_0100C811-PALMPEROTE,Paseo de las Palmas - Cofre de Perote,571
B_0500761-PALMPEROTE,Paseo de las Palmas - Cobre de Perote,571
B_0100C810-PALMVENTANA,Paseo de las Palmas - Sierra Ventana,571
B_0500760-PALMVENTANA,Paseo de las Palmas - Sierra Ventana,571
B_0100C810-PALMCHIMBOR,Paseo de las Palmas - Monte Chimborazo,572
B_0100C811-PALMCHIMBOR,Paseo de las Palmas - Monte Chimborazo,572
B_0500761-PALMCHIMBORA,Paseo de las Palmas - Chimborazo,572
B_0100C810-PALMACONCAG,Paseo de las Palmas - Sierra Aconcagua,573
B_0100C811-PALMACONCAG,Paseo de las Palmas - Sierra Aconcagua,573
B_0500760-PALMANTUCO,Paseo de las Palmas - Monte Antuco,574
B_0100C811-PALMANTUCO,Paseo de las Palmas - Monte Antuco,574
B_0500761-PALMANTUCO,Paseo de las Palmas - Monte Antuco,574
B_0100C810-PALMANTUCO,Paseo de las Palmas - Monte Antuco,574
B_0500761-PALMLIBANO,Paseo de las Palmas - Monte Líbano,575
B_0100C811-PALMLIBANO,Paseo de las Palmas - Monte Líbano,575
B_0100C810-PALMLIBANO,Paseo de las Palmas - Monte Líbano,575
B_0500760-PALMLIBANO,Paseo de las Palmas - Monte Libano,575
B_0100C811-PALMTARAHUM,Paseo de las Palmas - Sierra Tarahumara,576
B_0100C810-PALMTARAHUM,Paseo de las Palmas - Sierra Tarahumara,576
B_0100C811-PALMROCALLO,Paseo de las Palmas - MontaNas Rocallosas,577
B_0100C810-PALMROCALLO,Paseo de las Palmas - MontaNas Rocallosas,577
B_0500760-PALMROCALLOS,Paseo de las Palmas - MontaNas Rocallosas,577
B_0500761-PALMROCALLOS,Paseo de las Palmas - MontaNas Rocallosas,577
B_0100C811-PALMAUVERNIA,Paseo de la Reforma - Sierra Auvernia,578
B_0100C810-PALMAUVERNIA,Paseo de las Palmas - Auvernias,578
B_05113B1-PALMVERTIEN,Paseo de las Palmas - Vertientes,578
B_0500761-PALMREFORMA,Paseo de las Palmas - Av. Paseo de laReforma,579
B_0100C811-PALMPASEOREF,Paseo de las Palmas - Paseo de la Reforma,579
B_0500760-PALMGRANDE,Paseo de las Palmas - Sierra Grande,579
B_0500760-REFBRENA,Paseo de la Reforma - Sierra BreNa,580
B_0100C811-REFSIERBRENA,Paseo de la Reforma - Sierra BreNa,580
B_0100C810-REFSIERBRENA,Paseo de la Reforma - Sierra BreNa,580
B_0100C811-REFWINFORD,Paseo de la Reforma - Castillo Winford,581
B_05113B0-CASTWINDSOR,Castillo de Windsor,581
B_05113B0-CASTCHAPULT,Castillo de Chapultepec,582
B_0100C811-REFCASTILCHA,Paseo de la Reforma - Castillo de Chapultepec,582
B_0100C810-REFRICUPIA,Paseo de la Reforma - Rivera de Cupia,583
B_0100C811-REFRIVCUPIA,Paseo de la Reforma - Rivera de Cupia,583
B_05113B0-RIVERACUPIA,Rivera de Cupia,583
B_05113B1-RIVERACUPIA,Rivera de Cupia,583
B_0100C810-REFCONSTITYN,Paseo de la Reforma - Av. Constituyentes,584
B_05113B1-FTORRELALTA,Frente a Torre Lomas Altas,584
B_0500761-REFCONSTYTS,Paseo de la Reforma  - Constituyentes,584
B_0100C811-REFCONSTIYTS,Paseo de la Reforma - Constituyentes,584
B_0100C811-PTECONAFRUT,Puente Conafrut,585
B_0100C810-REFACUEDUCT,Paseo de la Reforma - Acueducto,585
B_0100C810-PRADNREFORM,Prado Norte - Paseo de la Reforma,586
B_0576AX1-PRADONTE,Paseo de la Reforma - Prado Norte,586
B_0576AX0-PRADONTE,Paseo de la Reforma - Prado Norte,586
B_05076A0-REFPRADONTE,Paseo de la Reforma - Prado Norte,586
B_010C1801-PREFSUR,Paseo de la Reforma y Prados Sur,586
B_010C1801-PREFNTE,Paseo de la Reforma y Prado Norte,586
B_05076A1-REFPRADONTE,Paseo de la Reforma - Prado Norte,586
B_0100C810-MOJAPRADONT,Sierra Mojada - Prado Norte,587
B_0100C810-PALMSMAIKA,Paseo de las Palmas - Sierra Maika,588
B_0500760-PALMCALIZAS,Paseo de las Palmas - MontaNas Calizas,589
B_0100C810-PALMCALIZAS,Paseo de las Palmas - MontaNas Calizas,589
B_0500761-PALMVERTIENT,Paseo de las Palmas - Sierra Vertientes,589
B_0500760-PALMARARAT,Paseo de las Palmas - Monte Ararat,590
B_0500761-PALMARARAT,Paseo de las Palmas - Monte Ararat,590
B_0100C810-PALMARARAT,Paseo de las Palmas - Monte Ararat,590
B_0100C810-REFCMIRAMAR,Paseo de la Reforma - Castillo de Miramar,591
B_05113B1-CASTMIRAMAR,Castillo de Miramar,591
B_010C1801-PREFGANDHI,Paseo de la Reforma y Gandhi,592
B_0100C81-REFGANDHI,Paseo de la Reforma - Gandhi,592
B_0300L7-GANDHI1,Gandhi,592
B_0300L7-GANDHI0,Gandhi,592
B_0500761-REFALMATEO,Paseo de la Reforma - Blvd. Adolfo Lopez Mateos,593
B_0100C81-REFPETROLEO,Paseo de la Reforma - Fuente de Petróleos,593
B_010C1800-PREFPETRO,Paseo de la Reforma y Fuente de Petroleos,593
B_0100C80-REFURALES,Paseo de la Reforma - Montes Urales,594
B_0576AX0-MNTESURALES,Paseo de la Reforma - Montes Urales,594
B_0500761-URALESREFORM,Montes Urales - Paseo de la Reforma,594
B_0100C81-REFURALES,Paseo de la Reforma - Montes Urales,594
B_05076A0-REFMTEALTAI,Paseo de la Reforma - Monte Altai,595
B_05076A1-REFMTEALTAI,Paseo de la Reforma - Monte Altai,595
B_0100C81-REFMTEALTAI,Paseo de la Reforma - Monte Altai,595
B_0100C80-REFMTEALTAI,Paseo de la Reforma - Monte Altai,595
B_0100C81-REFEXPLANADA,Paseo de la Reforma - Explanada,596
B_05076A1-REFEXPLANAD1,Paseo de la Reforma - Explanada I,596
B_05076A0-REFEXPLANADA,Paseo de la Reforma - Explanada,596
B_0100C80-REFMTEBLANC,Paseo de la Reforma - Monte Blanco,597
B_0100C81-REFMTEBLANCO,Paseo de la Reforma - Monte Blanco,597
B_05076A1-REFMTEBLANCO,Paseo de la Reforma - Monte Blanco,597
B_0100C81-REFPRADOSUR,Paseo de la Reforma - Prado Sur,598
B_0100C80-REFMTELIBANO,Paseo de la Reforma - Monte Líbano,599
B_05076A0-REFMTELIBANO,Paseo de la Reforma - Monte Libano,599
B_0100C81-REFMTELIBANO,Paseo de la Reforma - Monte Líbano,599
B_0100C80-REFBACATETE,Paseo de la Reforma - Sierra Bacatete,600
B_0100C81-REFEXPLANAD,Paseo de la Reforma - Explanada,600
B_05076A0-REFBOCATETE,Paseo de la Reforma - Sierra del Bocatete,600
B_05076A1-REFEXPLANA2,Paseo de la Reforma - Explanada II,600
B_0100C81-REFTARAHUPTE,Paseo de la Reforma - Sierra Tarahumara Poniente,601
B_05076A1-REFTARAHUMAR,Paseo de la Reforma - Sierra Tarahumara,601
B_05076A0-REFTARAHUMAR,Paseo de la Reforma - Sierra Tarahumara,601
B_0100C80-REFTARAHUMAR,Paseo de la Reforma - Sierra Tarahumara,601
B_0100C81-REFAPALACHES,Paseo de la Reforma - Montes Apalaches,602
B_0100C81-REFAUVERNIA,Paseo de la Reforma - Montes Auvernia,603
B_05076A1-REFAUVERNIA,Paseo de la Reforma - Monte Auvernia,603
B_05076A0-REFAUVERNIA,Paseo de la Reforma - Monte Auvernia,603
B_0100C80-REFSIERIXTLAN,Paseo de la Reforma - Sierra Ixtlán,604
B_0100C81-REFSIXTLAN,Paseo de la Reforma - Sierra Ixtlán,604
B_05076A1-REFSIERIXTLAN,Paseo de la Reforma - Sierra Ixtlan,604
B_05076A0-REFSIERIXTLAN,Paseo de la Reforma - Sierra Ixtlan,604
B_05113B1-SIERRAVERT,Sierra Vertientes,605
B_05113B1-SIERRABRENA,Sierra de la BreNa,605
B_0100C80-REFVERTIENTES,Paseo de la Reforma  - Sierra Vertientes,605
B_0100C81-REFVERTIENTES,Paseo de la Reforma - Sierra Vertientes,605
B_0100C81-REFAHUEHUETE,Bosque de Reforma - Paseo de los Ahuehuetes,606
B_05113B1-BOSQEBANOS,Bosques de Ebanos,607
B_0100C81-REFEBANOS,Bosque de Reforma - Bosque de Ebanos,607
B_0100C81-REFCIRUELOS,Bosque de Reforma - Bosque de Ciruelos,608
B_0100C80-REFCIRUELOS,Bosques de Reforma - Bosques de Ciruelos,608
B_05113B0-BOSQCIRUEL,Bosques de Ciruelos,608
B_0100C81-REFDURAZNOS,Bosque de Reforma - Bosque de Duraznos,609
B_05113B1-BOSQDURAZ,Bosques de Duraznos,609
B_05113B1-BOSQCHOPOS,Bosques de Chopos,610
B_0100C81-REFCHOPOS,Bosques de la Reforma - Bosques de Chopos,610
B_0100C81-REFBMAPLE,Bosques de la Reforma - Bosque de Maple,611
B_05113B1-BOSQMAPLES,Bosques de Maples,611
B_05113B0-BOSQNARANJ,Bosques de Naranjo,611
B_0100C80-REFBSQMAPLE,Bosques de Reforma - Bosque de Maple,611
B_0100C81-REFBSQAILES,Bosques de la Reforma - Bosque Ailes,612
B_0100C81-REFMAGNOLIAS,Bosques de la Reforma - Bosque de Magnolias,613
B_05113B1-MAGNOLIA,Magnolia,613
B_05113B0-BOSQCOLIBR,Bosques de Colibries,614
B_0100C80-REFCOLORINES,Bosques de Reforma - Bosques de Colorines,614
B_0100C81-REFGUANACAST,Bosques de la Reforma - Bosque de Guanacastes,614
B_0100C81-REFPIRULES,Bosques de la Reforma - Bosque de Pirules,615
B_0100C80-REFCASTILLOS,Bosques de Reforma - Bosques de Castillos,615
B_05113B0-BOSQCASTILL,Bosques de Castillas,615
B_05113B1-BOSQPIRULE,Bosque de Pirules,615
B_0100C81-REFGARDENIAS,Bosques de la Reforma - Bosques de Gardenias,616
B_0100C80-REFCACAOS,Bosques de Reforma - Bosque de Cacaos,616
B_05113B0-BOSQREFOR,Bosques de la Reforma,616
B_05113B1-GARDENIAS,Gardenias,616
B_0100C81-STIMTERCERAS,Stim - Tercera Stim,617
B_05113B0-ANDENMISILES,Anden de Misiles,617
B_05113B1-ANDENMISILES,Anden de Misiles,617
B_05113B0-PROLAURE2,Prolongación Paseo de los Laureles 2,618
B_05113B1-SECRMARINA,Secretaría de Marina,618
B_0100C81-REFSECMARINA,Bosques de la Reforma - Secretaría de la Marina,618
B_0100C80-REFRECUERDO,Bosques de Reforma - Lomas del Recuerdo,619
B_0100C81-LRLSRECUERDO,Paseo de los Laureles - Loma del Recuerdo,619
B_05113B1-PROLPASEOLA,Prolongación Paseo de los Laureles,619
B_0100C81-LRLSTORONJOS,Paseo de los Laureles - Bosque de Toronjos,620
B_0100C80-LRLESTORONJS,Paseo de los Laureles - Bosque de Toronjos,620
B_0100C81-LRLSTOSCANA,Paseo de los Laureles - Toscana,621
B_0100C80-LRLESTOSCANA,Paseo de los Laureles - Toscana,621
B_0100C81-LRLSTEPONAZTL,Paseo de los Laureles - Teponaztles,622
B_0100C80-LRLESTEPONAZ,Paseo de los Laureles - Bosque de Teponaztles,622
B_0100C81-LRLSZARZAS,Paseo de los Laureles - Bosque de Zarzas,623
B_0100C80-LRLESZARZAS,Paseo de los Laureles - Bosques de las Zarzas,623
B_0100C81-LRLSTEJOCOTS,Paseo de los Laureles - Bosque de Tejocotes,624
B_0100C80-LRLESTEJOCOT,Paseo de los Laureles - Bosque de Tejocotes,624
B_0100C81-LRLSTULLAS,Paseo de los Laureles - Bosque de Tullas,625
B_0100C80-LRLESBTULLAS,Paseo de los Laureles - Bosque de Tullas,625
B_0100C81-LRLSYUCAS,Paseo de los Laureles - Bosque de Yucas,626
B_0100C80-LRLESYUCAS,Paseo de los Laureles - Yucas,626
B_0100C80-LRLESTABACHIN,Paseo de los Laureles - Tabachines,627
B_0100C81-LRLSTABACHINS,Paseo de los Laureles - Bosque de Tabachines,627
B_0100C81-LRLSALISOS,Paseo de los Laureles - Bosque de Alisos,628
B_0100C81-TMRNRADIATOS,Paseo de los Tamarindos - Bosque de Radiatos,629
B_0100C80-TMRNRADIATOS,Paseo de los Tamarindos - Bosque Radiatos,629
B_0100C80-TMRNPANTALN2,Paseo de los Tamarindos - Torre del Pantalón II,630
B_0100C81-TMRNPANTALN2,Paseo de los Tamarindos - Torre de Pantalón II,630
B_0100C81-TMRNPANTALN1,Paseo de los Tamarindos - Torre de Pantalón I,631
B_0100C80-TMRNPANTALN1,Paseo de los Tamarindos - Torre del Pantalón I,631
B_0100C80-LILASBALISOS,Paseo de Lilas - Bosque Alisos,632
B_0100C81-LILASALISOS,Paseo de las Lilas - Bosque de Alisos,632
B_0100C80-TAMARINDOS,Base Paseo de los Tamarindos,633
B_0100C81-PTAMARINDOS,Base Paseo de los Tamarindos,633
B_0500761-REFTAMARINDO,Prol. Paseo de la Reforma - Paseo de los Tamarindos,633
B_0500590-CTRMCHAPULT,Cierre de Circuito Cetram Chapultepec,634
B_0100C80-MCHAPULTEP,Base Metro Chapultepec,634
B_05SEL1-CHAPU,CETRAM Chapultepec,634
B_010C1800-PREFGRUTAS,Paseo de la Reforma y Av. Grutas,635
B_0300L7-ANTROPO0,Antropología,635
B_0100C80-REFLAGO,Paseo de la Reforma - Lago,635
B_0100C80-REFPETROLEOS,Paseo de la Reforma - Fuente de Petróleos,636
B_05076A0-REFEVEREST,Paseo de la Reforma - Monte Everest,637
B_0100C80-REFEVEREST,Paseo de la Reforma - Monte Everest,637
B_05076A0-REFPRADOSUR,Paseo de la Reforma - Prado Sur,638
B_0100C80-REFMTESPIRINE,Paseo de la Reforma - Montes Pirineos,638
B_05076A1-REFROCALLOSA,Paseo de la Reforma - MontaNas Rocallosas,639
B_0100C80-REFROCALLOS,Paseo de la Reforma - MontaNas Rocallosas,639
B_05076A0-REFROCALLOS,Paseo de la Reforma - MontaNas Rocallosas,639
B_0100C80-REFMTEAVERNIA,Paseo de la Reforma - Montes Avernia,640
B_05113B0-AHUEHUETES,Ahuehuetes,641
B_0100C80-REFAHUEHUETE,Bosques de Reforma - Bosques de Ahuehuetes,641
B_05113B0-BOSQMANGO,Bosques de Mangos,642
B_0100C80-REFMANGOS,Bosques de Reforma - Bosques de Mangos,642
B_0100C80-REFCAPULINES,Bosques de Reforma - Bosques de Capulines,643
B_0100C80-REFABEDULEs,Bosques de Reforma -  Bosques de Abedules,644
B_05113B1-BOSQAILES,Bosques de Ailes,644
B_05113B0-BOSQABEDUL,Bosques de Abedules,645
B_0100C80-REFMAGNOLIA,Bosques de Reforma - Bosques de Magnolia,645
B_05113B0-BOSQOLIVOS,Bosques de Olivos,646
B_0100C80-REFOLIVOS,Bosques de Reforma - Bosques de los Olivos,646
B_05113B1-FABARMAS,Fabrica de Armas,647
B_05113B0-FABARMAS,Fabrica de Armas,647
B_0100C80-STIMTERCERA,Stim - Stim La Tercera,647
B_0100C80-REFROYALREFO,Bosques de Reforma - Royal Reforma,648
B_05113B1-ROYALREFORMA,Royal Reforma,648
B_05113B0-ROYALREFORMA,Royal Reforma,648
B_0100C80-REFSMARINA,Bosques de Reforma - Secretaría de Marina,649
B_010C1110-BASECALLE7,Base Calle 7,650
B_010C1141-EJ1NXCALL6,Eje 1 Norte Xochimilco - Calle 6,650
B_010C1141-CALL6HUASTEC,Calle 6 - Priv. Huasteca,650
B_010C1140-EJ1NXCALL6,Eje 1 Xochimilco - Calle 6,650
B_010C1141-CALL6NTE,Calle 6 - Norte,651
B_010C1141-CALL6SNPABLO,Calle 6 - San Pablo,652
B_010C1140-CALL6BLNCROS,Calle 6 - Blancas Rosas,652
B_010C1140-CALL6PUEBLA,Calle 6 - Puebla,653
B_010C1141-CALL6PUEBLA,Calle 6 - Puebla,653
B_010C1141-IZARAGCALL6,Calz. Ignacio Zaragoza - Calle 6,654
B_05162B0-IZGZCALLE6,Calz. Ignacio Zaragoza - Calle 6,654
B_010C1140-CNLSANJUAN,Base Anillo Periférico Canal de San Juan,655
B_05162B0-IZGZEULOGIO,Calz. Ignacio Zaragoza - Eulogio Parra,655
B_0200LA-CANALSANJUAN,Canal de San Juan,655
B_010C1140-EJ1NXCALL5,Eje 1 Norte Xochimilco - Calle 5,656
B_010C1111-XCALL4,Xochimilco - Calle 4,657
B_010C1140-EJ1NXCALL4,Eje 1 Norte Xochimilco - Calle 4,657
B_010C1140-EJ1NXCALL3,Eje 1 Norte Xochimilco - Calle 3,658
B_0200L1-PANTITLAN,Pantitlán,659
B_010C1110-EJ1NAUDENAR,Eje 1 Norte Manuel Lebrija - Simón Audenaro,659
B_010C1100-METROPANTITL,Base Metro Pantitlán,659
B_010C1120-METROPANTITL,Base Metro Pantitlan,659
B_03SL09-PANTIASC,Pantitlán,659
B_010C1960-GRAFCALL1,Talleres Gráficos - Calle 1,660
B_010C1111-MLEBRIJCALL1,Miguel Lebrija - Calle 1,660
B_010C1110-MIRONMSELVA,Salvador Díaz Mirón - Madre Selva,661
B_010C1111-MIRONPSL,Base Salvador Díaz Mirón - Plan de San Luis,661
B_010C1110-EJ1NCALL6,Eje 1 Norte Xochimilco - Calle 6,662
B_010C1110-EJ1NCALL5,Eje 1 Norte Xochimilco - Calle 5,663
B_010C1110-EJ1NXCALL4,Eje 1 Norte Xochimilco - Calle 4,664
B_010C1110-EJ1NXCALL3,Eje 1 Norte Xochimilco - Calle 3,665
B_010C1110-EJ1NCATASTRO,Eje 1 Norte Talleres Gráficos - Catastro,666
B_010C1101-EJ1NCTOINT,Eje 1 Norte José Antonio Alzate - Circuito Interior Av. Intituto Técnico Industrial,667
B_010C1110-EJ1NOGAL,Eje 1 Norte José Antonio Alzate - Nogal,667
B_01020A00-CIEJE1NTE2,Circuito Interior - Eje 1 Norte,667
B_0500181-PAYAMIRON,Plan de Ayala - Privada de Mirón,668
B_010C1601-MXTBPLNAYALA,México-Tacuba - Plan de Ayala,668
B_010C1110-MIRONPRIVMIR,Base Salvador Díaz Mirón -  Priv. Díaz Mirón,668
B_010C1900-DMNTLEBRIJA,Santos Dumont - Eje 1 Norte Miguel Lebrija,669
B_010C1900-DUMONTVSANA,Santos Dumont - Juan Guillermo Villasana,669
B_010C1101-MLEBRISTOSDU,Miguel Lebrija - Santos Dumont,669
B_010C1101-EJ1NAEROTER2,Eje 1 Norte Fuerza Aérea Mexicana - Aeropuerto Terminal 2,670
B_010C1100-EJ1NAGRARIA,Eje 1 Norte Fuerza Aérea Mexicana - Comisión Nacional Agraria,671
B_010C1101-EJ1NAGRARIA,Eje 1 Norte Fuerza Aérea Mexicana - Comisión Nacional Agraria,671
B_010C1101-EJ1NHANGARES,Eje 1 Norte Fuerza Aérea Mexicana - Metro Hangares,672
B_010C1100-EJ1NHANGARES,Eje 1 Norte Fuerza Aérea Mexicana - Metro Hangares,672
B_0200L5-HANGARES,Hangares,672
B_010C1101-EJ1N17OTE172,Eje 1 Norte 17 - Oriente 172,673
B_010C1101-EJ1N17OTE174,Eje 1 Norte 17 - Oriente 174,673
B_010C1100-EJ1N17OTE178,Eje 1 Norte 17 - Oriente 178,673
B_010Z4J01-OTE172N171,Oriente 172 y Norte 17,673
B_010C1100-EJ1N17OTE158,Eje 1 Norte 17 - Oriente 158,674
B_010C1101-EJ1N17OTE160,Eje 1 Norte 17 - Oriente 160,674
B_010C1101-EJ1N17OTE156,Eje 1 Norte 17 - Oriente 156,675
B_010C1100-EJ1N17OTE156,Eje 1 Norte 17 - Oriente 156,675
B_010Z4I01-OTE146E1NTE2,Oriente 146 y Eje 1 Nte.,676
B_010C1101-EJ1N17OTE146,Eje 1 Norte 17 - Oriente 146,676
B_010Z4H01-OTE146E1NTE1,Oriente 146 y Eje 1 Nte.,676
B_010C1101-EJ1N17OTE138,Eje 1 Norte 17 - Oriente 138,677
B_010C1101-EJ1NFCINSDUS,Eje 1 Norte 17 - F. C. Industrial,678
B_010C1100-EJ1N17OTE136,Eje 1 Norte 17 - Oriente 136,678
B_010C1100-EJ1NCERILLER,Eje 1 Norte Hilanderos - Cerillera,679
B_010C1100-EJ1NANFORA,Eje 1 Norte Hilanderos - Anfora,679
B_010C1101-EJ1NANFORA,Eje 1 Norte Hilanderos - Anfora,679
B_010C1100-EJ1NEJ3OTE,Eje 1 Norte Hilanderos - Eje 3 Oriente Eduardo Molina,680
B_010Z4F01-EDMOLABAN,Eje 3 Ote. Ing Eduardo Molina y Eje 1 Nte. Abañiles,680
